Color,Discount Price,Original Price,URL,Dimensions,CPU,GPU_Model,Screen,Storage,Ram_Model,Battery,RAM,Weight,Storage_Model,GPU
,,,https://meghdadit.com/product/116955/asus-vivobook-r528ep-core-i3-1115g4-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,360x235x22.9 mm,,Nvidia Gforce MX330,,256 GB SSD + 1 TB HDD,DDR4,32 وات در ساعت,8 GB,1.7 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/116992/asus-e210ma-n5000-4gb-1tb-128gb-ssd-intel-hd-laptop/,27.90 * 19.10* 1.69 ~ 1.69 سانتیمتر,INTEL Pentium-N5000 1.1 Ghz,Intel Intel® UHD Graphics,HD 768 * 1366,128 GB SSD + 1 TB HDD,DDR4,,4 GB,1.05 kg,SSDHDD,
,,,https://meghdadit.com/product/116993/asus-e210ma-n5000-4gb-1tb-256gb-ssd-intel-hd-laptop/,27.90 * 19.10* 1.69 ~ 1.69 سانتیمتر,INTEL Pentium-N5000 1.1 Ghz,Intel Intel® UHD Graphics,HD 768 * 1366,256 GB SSD + 1 TB HDD,DDR4,,4 GB,1.05 kg,SSDHDD,
,,,https://meghdadit.com/product/116994/asus-e210ma-n5000-4gb-256gb-ssd-intel-hd-laptop/,27.90 * 19.10* 1.69 ~ 1.69 سانتیمتر,INTEL Pentium-N5000 1.1 Ghz,Intel UHD Graphics 605,HD 768 * 1366,256 GB SSD + 1 TB HDD,DDR4,,4 GB,1.05 kg,SSDHDD,
,,,https://meghdadit.com/product/116995/asus-e210ma-n5000-4gb-128gb-ssd-intel-hd-laptop/,27.90 * 19.10* 1.69 ~ 1.69 سانتیمتر,INTEL Pentium-N5000 1.1 Ghz,Intel UHD Graphics 605,HD 768 * 1366,128 GB HDD,DDR4,,4 GB,1.05 kg,SSD,
,,,https://meghdadit.com/product/117095/asus-vivobook-r565jf-core-i7-1065g7-8gb-1tb-2gb-full-hd-laptop/,360.2×234.9×19.9 mm,INTEL i7 1065 G7 1.3 Ghz,Nvidia Gforce NVIDIA Geforce MX130,,1 TB HDD,DDR4,,8 GB,1.8 kg,HDD,2 GB 
,,,https://meghdadit.com/product/117096/asus-vivobook-r565jf-core-i7-1065g7-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,360.2×234.9×19.9 mm,INTEL i7 1065 G7 1.3 Ghz,Nvidia Gforce NVIDIA Geforce MX130,,128 GB SSD + 1 TB HDD,DDR4,,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117097/asus-vivobook-r565jf-core-i7-1065g7-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,360.2×234.9×19.9 mm,INTEL i7 1065 G7 1.3 Ghz,Nvidia Gforce NVIDIA Geforce MX130,,256 GB SSD + 1 TB HDD,DDR4,,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117098/asus-vivobook-r565jf-core-i7-1065g7-12gb-1tb-2gb-full-hd-laptop/,360.2×234.9×19.9 mm,INTEL i7 1065 G7 1.3 Ghz,Nvidia Gforce NVIDIA Geforce MX130,,1 TB HDD,DDR4,,12 GB,1.8 kg,HDD,2 GB 
,,,https://meghdadit.com/product/116323/asus-vivobook-r438jp-core-i7-1065g7-8gb-512gb-ssd-2gb-full-hd-laptop/,325x216x22.9 mm,INTEL i7 1065 G7 1.3 Ghz,Nvidia Gforce NVIDIA Geforce MX330 GDDR5,,512 GB HDD,DDR4,,8 GB,1.8 kg,SSD,2 GB 
,,,https://meghdadit.com/product/116337/asus-zenbook-14-q407iq-ryzen-5-4500u-8gb-256gb-ssd-2gb-mx350-laptop/,18.2 × 199 × 319 میلی‌ متر,,Nvidia Gforce Geforce MX350,LED-backlit 1080 * 1920,256 GB HDD,,65 Wh,8 GB,1.15 kg,SSD,2 GB 
,,,https://meghdadit.com/product/117117/asus-fx505gt-core-i5-9300h-16gb-1tb-256gb-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,Nvidia Gforce GTX 1650,LED-backlit FHD (1920x1080) Anti-Glare IPS-level Panel 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2.2 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/117118/asus-fx505gt-core-i5-9300h-16gb-1tb-256gb-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,Nvidia Gforce GTX 1650,LED-backlit FHD (1920x1080) Anti-Glare IPS-level Panel 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,8 GB,2.2 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/117143/asus-vivobook-r521jb-core-i7-1065g7-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,380x251x29 mm,,Nvidia Gforce MX110,TFT LED-backlit LCD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,32 وات در ساعت,8 GB,1.7 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117144/asus-vivobook-r521jb-core-i7-1065g7-12gb-1tb-128gb-ssd-2gb-full-hd-laptop/,380x251x29 mm,,Nvidia Gforce MX110,TFT LED-backlit LCD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,32 وات در ساعت,12 GB,1.7 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117145/asus-vivobook-r521jb-core-i7-1065g7-12gb-1tb-256gb-ssd-2gb-full-hd-laptop/,380x251x29 mm,,Nvidia Gforce MX110,TFT LED-backlit LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,32 وات در ساعت,12 GB,1.7 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117146/asus-r545fb-core-i5-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,360x234x23 mm,,Nvidia Gforce NVIDIA® GeForce® MX110,,256 GB SSD + 1 TB HDD,DDR4,,8 GB,1.9 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117147/asus-r545fb-core-i5-12gb-1tb-256gb-ssd-2gb-full-hd-laptop/,360x234x23 mm,,Nvidia Gforce NVIDIA® GeForce® MX110,,256 GB SSD + 1 TB HDD,DDR4,,12 GB,1.9 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/118152/asus-r545ja-core-i3-1005g1-12gb-1tb-intel-full-hd-laptop/,360x234x23 mm,,,,1 TB HDD,DDR4,,12 GB,1.9 kg,HDD,
,,,https://meghdadit.com/product/118153/asus-r545ja-core-i3-1005g1-8gb-1tb-128gb-ssd-intel-full-hd-laptop/,360x234x23 mm,,,,128 GB SSD + 1 TB HDD,DDR4,,8 GB,1.9 kg,SSDHDD,
,,,https://meghdadit.com/product/118154/asus-r545ja-core-i3-1005g1-12gb-1tb-128gb-ssd-intel-full-hd-laptop/,360x234x23 mm,,,,128 GB SSD + 1 TB HDD,DDR4,,12 GB,1.9 kg,SSDHDD,
,,,https://meghdadit.com/product/118155/asus-r545ja-core-i3-1005g1-8gb-1tb-256gb-ssd-intel-full-hd-laptop/,360x234x23 mm,,,,256 GB SSD + 1 TB HDD,DDR4,,8 GB,1.9 kg,SSDHDD,
,,,https://meghdadit.com/product/118156/asus-r545ja-core-i3-1005g1-12gb-1tb-256gb-ssd-intel-full-hd-laptop/,360x234x23 mm,,,,256 GB SSD + 1 TB HDD,DDR4,,12 GB,1.9 kg,SSDHDD,
,,,https://meghdadit.com/product/118157/asus-vivobook-s15-s533eq-core-i7-1165g7-16gb-1tb-ssd-2gb-full-hd-laptop/,161 × 233 × 359 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce GeForce® MX350,"IPS-level Panel, Anti-glare display, LED Backlit 1080 * 1920",1 TB HDD,DDR4,50 Wh,16 GB,1.8 kg,SSD,2 GB 
,,,https://meghdadit.com/product/118158/asus-vivobook-s15-s533eq-core-i7-1165g7-16gb-512gb-ssd-2gb-full-hd-laptop/,161 × 233 × 359 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce GeForce® MX350,"IPS-level Panel, Anti-glare display, LED Backlit 1080 * 1920",512 GB HDD,DDR4,50 Wh,16 GB,1.8 kg,SSD,2 GB 
,,,https://meghdadit.com/product/118159/asus-vivobook-s15-s533eq-core-i7-1165g7-8gb-512gb-ssd-2gb-full-hd-laptop/,161 × 233 × 359 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce GeForce® MX350,"IPS-level Panel, Anti-glare display, LED Backlit 1080 * 1920",512 GB HDD,DDR4,50 Wh,8 GB,1.8 kg,SSD,2 GB 
,,,https://meghdadit.com/product/118160/asus-vivobook-s15-s533eq-core-i7-1165g7-8gb-256gb-ssd-2gb-full-hd-laptop/,161 × 233 × 359 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce GeForce® MX350,"IPS-level Panel, Anti-glare display, LED Backlit 1080 * 1920",256 GB HDD,DDR4,50 Wh,8 GB,1.8 kg,SSD,2 GB 
,,,https://meghdadit.com/product/118215/asus-x543ba-e2-9000-8gb-1tb-amd-laptop/,381 * 251 * 27.2 mm,,AMD AMD Radeon,LED-backlit 768 * 1366,1 TB HDD,DDR4,,8 GB,1.9 kg,HDD,512 مگا 
,,,https://meghdadit.com/product/118522/asus-zenbook-14-ux435eg-core-i7-1165g7-16gb-1tb-ssd-2gb-full-hd-laptop/,319 * 199 * 16.9 میلی متر,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA® GeForce MX450 GDDR6,LED-backlit IPS 1080 * 1920,1 TB HDD,DDR4,,16 GB,1.29 kg,SSD,2 GB 
,,,https://meghdadit.com/product/118525/asus-zenbook-14-ux435eg-core-i7-1165g7-8gb-1tb-ssd-2gb-full-hd-laptop/,319 * 199 * 16.9 میلی متر,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA® GeForce MX450 GDDR6,LED-backlit IPS 1080 * 1920,1 TB HDD,DDR4,,8 GB,1.29 kg,SSD,2 GB 
,,,https://meghdadit.com/product/118584/asus-rog-strix-g512lv-core-i7-10870h-32gb-512gb-ssd-6gb-2060-laptop/,360 * 275 * 26 mm,,Nvidia GeForce RTX™ 2060,IPS-level panel 1080 * 1920,512 GB HDD,DDR4,,32 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/118591/asus-rog-strix-g512lv-core-i7-10870h-16gb-512gb-ssd-6gb-2060-laptop/,360 * 275 * 26 mm,,Nvidia GeForce RTX™ 2060,IPS-level panel 1080 * 1920,512 GB HDD,DDR4,,16 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/118597/asus-tuf-gaming-fx505dt-core-i7-9750h-16gb-1tb-512gb-ssd-4gb-full-hd-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,Nvidia Gforce GTX 1650,,512 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2.2 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/118598/asus-tuf-gaming-fx505dt-core-i7-9750h-16gb-1tb-256gb-ssd-4gb-full-hd-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,Nvidia Gforce GTX 1650,,256 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2.2 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/118858/asus-vivobook-r565jf-core-i3-1005g1-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,360x23x234 mm,INTEL i3-1005 G1 1.2 Ghz,Nvidia Gforce MX130,,128 GB SSD + 1 TB HDD,DDR4,,8 GB,1.9 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/118859/asus-vivobook-r565jf-core-i3-1005g1-8gb-1tb-128gb-ssd-2gb-hd-laptop/,360x23x234 mm,INTEL i3-1005 G1 1.2 Ghz,Nvidia Gforce MX130,HD 768 * 1366,128 GB SSD + 1 TB HDD,DDR4,,8 GB,1.9 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/118860/asus-vivobook-r565jf-core-i3-1005g1-8gb-1tb-2gb-hd-laptop/,360x23x234 mm,INTEL i3-1005 G1 1.2 Ghz,Nvidia Gforce MX130,HD 768 * 1366,1 TB HDD,DDR4,,8 GB,1.9 kg,HDD,2 GB 
,,,https://meghdadit.com/product/118861/asus-vivobook-r565jf-core-i3-1005g1-4gb-1tb-2gb-hd-laptop/,360x23x234 mm,INTEL i3-1005 G1 1.2 Ghz,Nvidia Gforce MX130,HD 768 * 1366,1 TB HDD,DDR4,,4 GB,1.9 kg,HDD,2 GB 
,,,https://meghdadit.com/product/118874/asus-vivobook-m513ia-ryzen-7-4700u-16gb-512gb-ssd-rx-vega7-fhd-laptop/,360 * 234 *199 ~ 1.99 mm,,AMD AMD Radeon™ Graphics,FULL HD 1080 * 1920,512 GB HDD,DDR4,42 Wh,16 GB,1.8 kg,SSD,2 GB 
,,,https://meghdadit.com/product/118875/asus-vivobook-m513ia-ryzen-7-4700u-8gb-512gb-ssd-rx-vega7-fhd-laptop/,360 * 234 *199 ~ 1.99 mm,,AMD AMD Radeon™ Graphics,FULL HD 1080 * 1920,512 GB HDD,DDR4,42 Wh,8 GB,1.8 kg,SSD,2 GB 
,,,https://meghdadit.com/product/118876/asus-vivobook-m513ia-ryzen-7-4700u-8gb-1tb-ssd-rx-vega7-fhd-laptop/,360 * 234 *199 ~ 1.99 mm,,AMD AMD Radeon™ Graphics,FULL HD 1080 * 1920,1 TB HDD,DDR4,42 Wh,8 GB,1.8 kg,SSD,2 GB 
,,,https://meghdadit.com/product/118900/asus-tuf-gaming-fx516pm-core-i7-11370h-40gb-512gb-ssd-6gb-rtx-3060-full-hd-lapto/,360x 252 x 19.9 میلی متر,,Nvidia Gforce GeForce RTX 3060,IPS 1080 * 1920,512 GB HDD,DDR4,,40 GB,2.1 kg,SSD,6 GB 
,,,https://meghdadit.com/product/117148/asus-r545fj-core-i5-8gb-1tb-128gb-ssd-2gb-mx230-full-hd-laptop/,360x234x23 mm,,Nvidia Gforce NVIDIA® GeForce® MX230,,128 GB SSD + 1 TB HDD,DDR4,,8 GB,1.9 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117149/asus-r545fj-core-i5-8gb-1tb-256gb-ssd-2gb-mx230-full-hd-laptop/,360x234x23 mm,,Nvidia Gforce NVIDIA® GeForce® MX230,,256 GB SSD + 1 TB HDD,DDR4,,8 GB,1.9 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117150/asus-r545fj-core-i5-12gb-1tb-128gb-ssd-2gb-mx230-full-hd-laptop/,360x234x23 mm,,Nvidia Gforce NVIDIA® GeForce® MX230,,128 GB SSD + 1 TB HDD,DDR4,,12 GB,1.9 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117151/asus-r545fj-core-i5-12gb-1tb-256gb-ssd-2gb-mx230-full-hd-laptop/,360x234x23 mm,,Nvidia Gforce NVIDIA® GeForce® MX230,,256 GB SSD + 1 TB HDD,DDR4,,12 GB,1.9 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117162/asus-vivobook-r528ep-core-i3-1115g4-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,360x235x22.9 mm,,Nvidia Gforce MX330,,128 GB SSD + 1 TB HDD,DDR4,32 وات در ساعت,8 GB,1.7 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117163/asus-vivobook-r528ep-core-i3-1115g4-8gb-1tb-2gb-full-hd-laptop/,360x235x22.9 mm,,Nvidia Gforce MX330,,1 TB HDD,DDR4,32 وات در ساعت,8 GB,1.7 kg,HDD,2 GB 
,,,https://meghdadit.com/product/117164/asus-vivobook-r528ep-core-i3-1115g4-4gb-1tb-2gb-full-hd-laptop/,360x235x22.9 mm,,Nvidia Gforce MX330,,1 TB HDD,DDR4,32 وات در ساعت,4 GB,1.7 kg,HDD,2 GB 
,,,https://meghdadit.com/product/117207/asus-x545fa-core-i3-10110u-4gb-1tb-intel-hd-laptop/,36.00 *23.40 * 2.37 ~ 2.37 سانتی متر,INTEL I3-10110U 2.1 Ghz,Intel Intel® UHD Graphics,HD 768 * 1366,1 TB HDD,DDR4,,4 GB,2.0 kg,HDD,
,,,https://meghdadit.com/product/117208/asus-x545fa-core-i3-10110u-8gb-1tb-intel-hd-laptop/,36.00 *23.40 * 2.37 ~ 2.37 سانتی متر,INTEL I3-10110U 2.1 Ghz,Intel Intel® UHD Graphics,HD 768 * 1366,1 TB HDD,DDR4,,8 GB,2.0 kg,HDD,
,,,https://meghdadit.com/product/117209/asus-m515fa-ryzen-5-3500u-8gb-1tb-2gb-hd-laptop/,360 * 234 *199 ~ 1.99 mm,,AMD AMD Radeon™ Graphics,,1 TB HDD,DDR4,37 Wh,8 GB,1.8 kg,HDD,2 GB 
,,,https://meghdadit.com/product/117210/asus-m515fa-ryzen-5-3500u-12gb-1tb-2gb-hd-laptop/,360 * 234 *199 ~ 1.99 mm,,AMD AMD Radeon™ Graphics,,1 TB HDD,DDR4,37 Wh,12 GB,1.8 kg,HDD,2 GB 
,,,https://meghdadit.com/product/117211/asus-m515fa-ryzen-5-3500u-12gb-1tb-256gb-ssd-2gb-hd-laptop/,360 * 234 *199 ~ 1.99 mm,,AMD AMD Radeon™ Graphics,,256 GB SSD + 1 TB HDD,DDR4,37 Wh,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117212/asus-m515fa-ryzen-5-3500u-12gb-1tb-128gb-ssd-2gb-hd-laptop/,360 * 234 *199 ~ 1.99 mm,,AMD AMD Radeon™ Graphics,,128 GB SSD + 1 TB HDD,DDR4,37 Wh,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117213/asus-m515fa-ryzen-5-3500u-8gb-1tb-128gb-ssd-2gb-hd-laptop/,360 * 234 *199 ~ 1.99 mm,,AMD AMD Radeon™ Graphics,,128 GB SSD + 1 TB HDD,DDR4,37 Wh,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117217/asus-vivobook-r427jp-core-i5-1035g1-8gb-1tb-2gb-full-hd-laptop/,325x216x22.9 mm,INTEL i5 1035 G1 1.0 Ghz,Nvidia Gforce NVIDIA Geforce MX330 GDDR5,,1 TB HDD,DDR4,,8 GB,1.5 kg,HDD,2 GB 
,,,https://meghdadit.com/product/117218/asus-vivobook-r427jp-core-i5-1035g1-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,325x216x22.9 mm,INTEL i5 1035 G1 1.0 Ghz,Nvidia Gforce NVIDIA Geforce MX330 GDDR5,,128 GB SSD + 1 TB HDD,DDR4,,8 GB,1.5 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117219/asus-vivobook-r427jp-core-i5-1035g1-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,325x216x22.9 mm,INTEL i5 1035 G1 1.0 Ghz,Nvidia Gforce NVIDIA Geforce MX330 GDDR5,,256 GB SSD + 1 TB HDD,DDR4,,8 GB,1.5 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117220/asus-vivobook-r565jf-core-i5-1035g1-8gb-1tb-2gb-full-hd-laptop/,360.2×234.9×19.9 mm,INTEL i5 1035 G1 1.0 Ghz,Nvidia Gforce NVIDIA Geforce MX130,TFT 1080 * 1920,1 TB HDD,DDR4,,8 GB,1.8 kg,HDD,2 GB 
,,,https://meghdadit.com/product/117221/asus-vivobook-r565jf-core-i5-1035g1-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,360.2×234.9×19.9 mm,INTEL i5 1035 G1 1.0 Ghz,Nvidia Gforce NVIDIA Geforce MX130,TFT 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117222/asus-vivobook-r565jf-core-i5-1035g1-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,360.2×234.9×19.9 mm,INTEL i5 1035 G1 1.0 Ghz,Nvidia Gforce NVIDIA Geforce MX130,TFT 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117223/asus-vivobook-r565jf-core-i5-1035g1-12gb-1tb-256gb-ssd-2gb-full-hd-laptop/,360.2×234.9×19.9 mm,INTEL i5 1035 G1 1.0 Ghz,Nvidia Gforce NVIDIA Geforce MX130,TFT 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117224/asus-vivobook-r565jf-core-i5-1035g1-12gb-1tb-128gb-ssd-2gb-full-hd-laptop/,360.2×234.9×19.9 mm,INTEL i5 1035 G1 1.0 Ghz,Nvidia Gforce NVIDIA Geforce MX130,TFT 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117290/asus-zenbook-14-ux425ea-core-i5-1135g7-16gb-512gb-ssd-intel-full-hd-laptop/,319 * 208 * 13.9 میلی متر,INTEL i5-1135G7 2.4 Ghz,Intel Intel® Iris® Xe Graphics (Intel® Core™ i5/i7 models),FHD 1080 * 1920,512 GB HDD,DDR4,,16 GB,1.17 kg,SSD,
,,,https://meghdadit.com/product/117291/asus-zenbook-14-ux425ea-core-i5-1135g7-16gb-256gb-ssd-intel-full-hd-laptop/,319 * 208 * 13.9 میلی متر,INTEL i5-1135G7 2.4 Ghz,Intel Intel® Iris® Xe Graphics (Intel® Core™ i5/i7 models),FHD 1080 * 1920,256 GB HDD,DDR4,,16 GB,1.17 kg,SSD,
,,,https://meghdadit.com/product/117383/asus-vivobook-k571li-core-i7-10750h-12gb-2tb-256gb-laptop/,359x248x21.9 mm,INTEL i7 10750H 2.6 Ghz,Nvidia Gforce NVIDIA GeForce GTX 1650 Ti,,256 GB SSD + 2 TB HDD,DDR4,42 Wh,12 GB,2.14 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/117384/asus-vivobook-r564jp-core-i7-12gb-1tb-256gb-ssd-2gb-full-hd-laptop/,357x230x19.9 mm,INTEL i7 1065 G7 1.3 Ghz,Nvidia Gforce GeForce® MX330,,256 GB SSD + 1 TB HDD,DDR4,37 Wh,12 GB,1.75 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117482/asus-rog-strix-g712lu-core-i7-10750h-16gb-1tb-ssd-6gb-1660ti-laptop/,399x293x26 mm,,Nvidia GeForce GTX™ 1660TI,IPS-level panel 1080 * 1920,1 TB HDD,DDR4,,16 GB,2.8 kg,SSD,6 GB 
,,,https://meghdadit.com/product/117483/asus-rog-strix-g712lu-core-i7-10750h-32gb-1tb-ssd-6gb-1660ti-laptop/,399x293x26 mm,,Nvidia GeForce GTX™ 1660TI,IPS-level panel 1080 * 1920,1 TB HDD,DDR4,,32 GB,2.8 kg,SSD,6 GB 
,,,https://meghdadit.com/product/117509/asus-tuf-gaming-dash-fx516pr-core-i7-11370h-16gb-1tb-ssd-8gb-rtx-3070-full-hd-la/,360x 252 x 19.9 میلی متر,,Nvidia Gforce GeForce RTX 3070,IPS 1080 * 1920,1 TB HDD,DDR4,,16 GB,2.1 kg,SSD,8 GB 
,,,https://meghdadit.com/product/117510/asus-tuf-gaming-dash-fx516pr-core-i7-11370h-16gb-512gb-ssd-8gb-rtx-3070-full-hd-laptop/,360x 252 x 19.9 میلی متر,,Nvidia Gforce GeForce RTX 3070,IPS 1080 * 1920,512 GB HDD,DDR4,,16 GB,2.1 kg,SSD,8 GB 
,,,https://meghdadit.com/product/117511/asus-expertbook-p1510cja-core-i3-1005g1-4gb-1tb-intel-fhd-laptop/,360.2 * 234.9 * 19.9 mm,INTEL i3-1005 G1 1.2 Ghz,Intel Intel® UHD Graphics,LED-backlit FHD 1080 * 1920,1 TB HDD,DDR4,32 Wh,4 GB,1.8 kg,HDD,
,,,https://meghdadit.com/product/117512/asus-expertbook-p1510cja-core-i3-1005g1-8gb-1tb-intel-fhd-laptop/,360.2 * 234.9 * 19.9 mm,INTEL i3-1005 G1 1.2 Ghz,Intel Intel® UHD Graphics,LED-backlit FHD 1080 * 1920,1 TB HDD,DDR4,32 Wh,8 GB,1.8 kg,HDD,
,,,https://meghdadit.com/product/117657/asus-laptop-15-x509jb-core-i7-1065g7-12gb-1tb-250gb-ssd-2gb-fhd-laptop/,360.2 * 234.9 * 22.9 mm,,Nvidia Gforce GeForce® MX110,FHD 1080 * 1920,250 GB SSD + 1 TB HDD,DDR4,32 Wh,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/117682/asus-tuf-gaming-fx506lu-core-i7-10870h-32gb-1tb-ssd-6gb-1660ti-full-hd-laptop/,359x256x22 mm,,Nvidia Gforce GeForce® GTX 1660 Ti,IPS 1080 * 1920,1 TB HDD,DDR4,,32 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/117683/asus-tuf-gaming-fx506lu-core-i7-10870h-24gb-1tb-ssd-6gb-1660ti-full-hd-laptop/,359x256x22 mm,,Nvidia Gforce GeForce® GTX 1660 Ti,IPS 1080 * 1920,1 TB HDD,DDR4,,24 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/117684/asus-tuf-gaming-fx506lu-core-i7-10870h-24gb-512gb-ssd-6gb-1660ti-full-hd-laptop/,359x256x22 mm,,Nvidia Gforce GeForce® GTX 1660 Ti,IPS 1080 * 1920,512 GB HDD,DDR4,,24 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/117685/asus-tuf-gaming-fx506lu-core-i7-10870h-32gb-512gb-ssd-6gb-1660ti-full-hd-laptop/,359x256x22 mm,,Nvidia Gforce GeForce® GTX 1660 Ti,IPS 1080 * 1920,512 GB HDD,DDR4,,32 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/118046/asus-laptop-15-x509jb-core-i7-1065g7-8gb-1tb-128gb-ssd-2gb-fhd-laptop/,360.2 * 234.9 * 22.9 mm,,Nvidia Gforce GeForce® MX110,FHD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,32 Wh,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/118047/asus-laptop-15-x509jb-core-i7-1065g7-8gb-1tb-256gb-ssd-2gb-fhd-laptop/,360.2 * 234.9 * 22.9 mm,,Nvidia Gforce GeForce® MX110,FHD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,32 Wh,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/118048/asus-laptop-15-x509jb-core-i7-1065g7-12gb-1tb-256gb-ssd-2gb-fhd-laptop/,360.2 * 234.9 * 22.9 mm,,Nvidia Gforce GeForce® MX110,FHD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,32 Wh,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/118049/asus-x509jb-core-i5-1035g1-12gb-1tb-128gb-ssd-2gb-full-hd-laptop/,360.2 * 234.9 * 22.9 mm,,Nvidia Gforce GeForce® MX110,LED-backlit FHD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,32 Wh,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/118050/asus-tuf-gaming-fx506lu-core-i7-10870h-32gb-1tb-512gb-ssd-6gb-1660ti-full-hd-lap/,359x256x22 mm,,Nvidia Gforce GeForce® GTX 1660 Ti,IPS 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,,32 GB,2.3 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/118051/asus-tuf-gaming-fx506lu-core-i7-10870h-24gb-1tb-512gb-ssd-6gb-1660ti-full-hd-lap/,359x256x22 mm,,Nvidia Gforce GeForce® GTX 1660 Ti,IPS 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,,24 GB,2.3 kg,SSDHDD,6 GB 
